id,state,location,Mobile Orders,Catering,Pickup,Delivery,WiFi,Playground,Breakfast Served,Drive-thru,cost of chicken sandwich
885,ga,South Cobb Drive,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
886,ga,Sprayberry,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
887,ga,St. Augustine Road,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
888,ga,Starr's Mill,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
889,ga,Statesboro,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
890,ga,Stone Mountain,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
891,ga,Stonebridge Village,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.75
892,ga,Sugarloaf & 316,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
893,ga,Sugarloaf & Satellite,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
894,ga,Suwanee Road,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
895,ga,Terminus In-Line,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5.19
896,ga,Terrell Mill,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
897,ga,The Collection Forsyth,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4.75
898,ga,The Dwarf House,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4.95
899,ga,The Mall at Stonecrest,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5.09
900,ga,Thomaston [GA],TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.79
901,ga,Thomasville,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
902,ga,Thomson,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
903,ga,Thornton Road,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
904,ga,Tifton,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
905,ga,Toccoa [GA],TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.75
906,ga,Tom Hill Sr Blvd,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4.85
907,ga,Town Center At Cobb,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,5.19
908,ga,Towne Lake,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
909,ga,Truett's Chick-fil-A - Newnan,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.95
910,ga,Truett's Chick-fil-A - Rome,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.95
911,ga,Truett's Chick-fil-A - Stockbridge,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.95
912,ga,Truett's Chick-fil-A - Woodstock,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.95
913,ga,Truett's Chick-fil-A Catering & Delivery - VA Ave,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,4.95
914,ga,Truett's Grill - Griffin,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.95
915,ga,Truett's Grill - McDonough,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.95
916,ga,Truett's Grill - Morrow,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.95
917,ga,Truett's Luau,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.95
918,ga,Truist Park,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.19
919,ga,Tucker Station,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
920,ga,Turner Hill Road,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
921,ga,Union Grove Crossroads,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
922,ga,University Hospital-Augusta,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
923,ga,University of Georgia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
924,ga,University of West Georgia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
925,ga,Valdosta State University - Student Union,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
926,ga,Victory at Skidaway,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4.85
927,ga,Vidalia,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
928,ga,Villa Rica,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
929,ga,Vine City,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.79
930,ga,Vinings,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
931,ga,Washington Road,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.75
932,ga,Watson Blvd,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
933,ga,Waycross,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.79
934,ga,Wesley Chapel Road,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
935,ga,West Cobb,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
936,ga,West Midtown,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
937,ga,West Paces Ferry,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
938,ga,Winder,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
939,ga,Windward Parkway,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
940,ga,Windy Hill Road,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
941,ga,Woodlawn Square,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
942,ga,Young Harris College,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
943,ga,Zebulon Road,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4.85
944,id,Ammon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
945,id,Boise State University,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
946,id,Brigham Young University - Idaho,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
947,id,Broadway & Front,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
948,id,Franklin Road,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
949,id,Idaho State University,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
950,id,Treasure Valley Nampa,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
951,id,Twin Falls,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
952,id,University of Idaho,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
953,id,Village at Meridian,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.09
954,il,Addison & Elston (IL) In-Line,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5.69
955,il,Algonquin (IL),TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.09
956,il,Batavia,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.39
957,il,Bloomingdale,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.19
958,il,Bolingbrook,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.39
959,il,Bradley Bourbonnais (IL),TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,4.99
960,il,Bradley University,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
961,il,Bucktown (IL),TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5.69
962,il,Buffalo Grove (IL),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
963,il,Champaign (IL),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
964,il,Chicago & Orleans Delivery,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5.99
965,il,Chicago O'Hare International Airport - Terminal 5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
966,il,Chicago Ridge,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
967,il,Chicago Union Station,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
968,il,Countryside,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
969,il,Crestwood (IL),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
970,il,Crystal Lake,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
971,il,Deerfield (IL),TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5.39
972,il,East Peoria,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
973,il,Eastern Illinois University,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
974,il,Edwardsville (IL),TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.09
975,il,Elgin (IL),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
976,il,Elmhurst,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
977,il,Fairview Heights,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
978,il,Ford City (IL),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.19
979,il,Fox Valley Center,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.39
980,il,Golf Mill (IL),TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.25
981,il,Green Mount Commons,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,5.09
982,il,Gurnee,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.39
983,il,Homewood (IL),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
984,il,Illinois Medical District (IL) In-Line,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,5.99
985,il,Joliet (IL),TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.25
986,il,Kildeer,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.39
987,il,Lombard,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
988,il,Loyola Water Tower In-Line,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5.99
989,il,Machesney Park (IL),TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.99
990,il,Melrose Park,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
991,il,Michigan Avenue (IL) In-Line,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5.99
992,il,Millennium Park (IL) In-Line,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5.99
993,il,Moline,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
994,il,Mount Prospect,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.39
995,il,Niles (IL),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.25
996,il,Norridge (IL),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
997,il,North Riverside,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
998,il,Old Orchard,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.39
999,il,Orland Park,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.59
1000,il,Oswego,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
1001,il,Peoria,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
1002,il,Rockford,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
1003,il,Schaumburg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
1004,il,South Loop (IL),TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.69
1005,il,Southern Illinois University - Carbondale,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1006,il,Southern Illinois University-Edwardsville,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1007,il,State and Lake In-Line,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5.99
1008,il,Touhy Marketplace (IL),TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.39
1009,il,University of Illinois - Chicago,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1010,il,Vernon Hills,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.39
1011,il,Veterans & College,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
1012,il,West Schaumburg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
1013,il,Western Illinois University,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1014,il,Wheaton,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
1015,il,White Oaks,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
1016,il,Willowbrook,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.39
1017,il,Wrigleyville (IL) In-Line,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,5.69
1018,in,Anderson University,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1019,in,Anson (IN),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
1020,in,Avon,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
1021,in,Ball State University,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1022,in,Bloomington East,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
1023,in,Broad Ripple,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
1024,in,Castleton Square,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,5.09
1025,in,Circle Centre Mall,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.85
1026,in,Coliseum Boulevard,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
1027,in,College Mall,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5.09
1028,in,Columbus National,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
1029,in,Cross Pointe,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
1030,in,Downtown Indy (IN) In-Line,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5.09
1031,in,East Washington St. - Indianapolis,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.99
1032,in,Eastland Mall (IN),TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,5.09
1033,in,Gainbridge Fieldhouse,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5.09
1034,in,Glenbrook Square,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5.09
1035,in,Greenfield (IN),TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.99
1036,in,Greenwood,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
1037,in,Greenwood Park Mall (IN),TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5.39
1038,in,Hwy 36 & Beechwood Dr (IN),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1039,in,Hwy 38 & Creasy Lane (IN),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1040,in,Indiana University Purdue Univ at Indianapolis,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1041,in,Indiana Wesleyan University,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1042,in,Indianapolis International Airport,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
1043,in,Jefferson Pointe,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1044,in,Jeffersonville,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.79
1045,in,Lafayette (IN),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
1046,in,Marian University,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1047,in,Merrillville,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.09
1048,in,Mishawaka Main Street,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
1049,in,Muncie,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
1050,in,New Albany,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4.79
1051,in,Noblesville at SR37,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
1052,in,North Greenwood (IN),TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.09
1053,in,Plainfield,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
1054,in,Portage Rd,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.99
1055,in,Purdue University,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,5.09
1056,in,Saxony & I-69,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
1057,in,Schererville (IN),TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.09
1058,in,South Bend,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.99
1059,in,Southport Road,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
1060,in,Taylor University,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1061,in,Terre Haute,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
1062,in,The Crossing,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
1063,in,The Pyramids,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4.99
1064,in,University of Evansville,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1065,in,University of Notre Dame - Duncan Student Center,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1066,in,University of Southern Indiana,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1067,in,University Park Mall,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5.29
1068,in,Valparaiso (IN),TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.09
1069,in,Veterans Parkway,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
1070,in,West Carmel (IN),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1071,in,West Evansville,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
1072,in,Westfield,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.19
1073,in,Westfield Wheeler Landing,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.19
1074,in,Wheeler Landing (IN),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1075,ia,Ames,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
1076,ia,Ankeny,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
1077,ia,Coral Ridge Mall,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,5.25
1078,ia,Davenport,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1079,ia,Dubuque,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1080,ia,Jordan Creek Town Center,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,5.25
1081,ia,Lindale,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
1082,ia,Merle Hay,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
1083,ia,Mills Civic Parkway,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
1084,ia,Northpark Mall (IA),TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5.09
1085,ia,Pella (IA),TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,5.09
1086,ia,Sergeant Road,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.95
1087,ia,University Ave (IA),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
1088,ia,Waterloo,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
1089,ia,Westdale,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
1090,ks,113th & Nall (KS),TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,5.09
1091,ks,135th and 69 Hwy,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.09
1092,ks,17th and Wanamaker,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
1093,ks,21st & Maize,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1094,ks,97th & Metcalf (KS),TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5.09
1095,ks,Central & Rock Road,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
1096,ks,Derby Marketplace,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1097,ks,Hutchinson,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
1098,ks,Iowa & 27th (KS),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1099,ks,Johnson County Community College,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
1100,ks,K96 & Greenwich Rd (KS),TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.95
1101,ks,Kansas State University,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1102,ks,Lenexa,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
1103,ks,Manhattan (KS),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1104,ks,Maple & Ridge,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1105,ks,Mission Crossing,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
1106,ks,Oak Park Plaza,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
1107,ks,Olathe Pointe,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
1108,ks,Plaza at the Speedway,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
1109,ks,Salina,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
1110,ks,University of Kansas,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1111,ks,Wichita Dwight D. Eisenhower National Airport,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1112,ks,Wichita State University,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
1113,ky,Ashland,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4.79
1114,ky,Bardstown Road,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.95
1115,ky,Blankenbaker,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.95
1116,ky,Campbell Lane,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
1117,ky,Campbellsville University,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
1118,ky,Cincinnati-Northern Kentucky International Airport,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1119,ky,Dixie Hwy (KY),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
1120,ky,Eastern Kentucky University,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
1121,ky,Elizabethtown,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
1122,ky,Fayette Mall,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5.09
1123,ky,Fort Wright,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.99
1124,ky,Frankfort (KY),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
1125,ky,Georgetown (KY),TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.79
1126,ky,Glenmary,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4.95
