id,state,location,Mobile Orders,Catering,Pickup,Delivery,WiFi,Playground,Breakfast Served,Drive-thru,cost of chicken sandwich
2278,tx,27th & Nolana,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
2279,tx,281 & Trenton,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
2280,tx,288 & Southfork Drive,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2281,tx,290 and Spring Cypress,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2282,tx,2920 / Kuykendahl,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
2283,tx,336 Marketplace,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2284,tx,45 & Crosstimbers,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
2285,tx,45 & Wayside,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2286,tx,45 & West Road,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
2287,tx,45 & Woodridge,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.99
2288,tx,4th & Frankford,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2289,tx,59 & Fondren,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.95
2290,tx,59 & Kirby,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2291,tx,59 & West Airport Drive-Thru Only,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
2292,tx,59 and Little York Drive-Thru Only,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.95
2293,tx,69th & Slide,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2294,tx,6th & Congress In-Line,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5.29
2295,tx,75 and Campbell,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.79
2296,tx,82nd & Milwaukee,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2297,tx,82nd & University,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2298,tx,Abilene,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
2299,tx,Abilene Christian University,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
2300,tx,Abrams & LBJ,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4.85
2301,tx,Addison,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4.79
2302,tx,Aggieland,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2303,tx,Airway & Edgemere,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
2304,tx,Alamo Ranch Marketplace,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2305,tx,Alden Bridge Village Center,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
2306,tx,Alliance Town Center,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
2307,tx,Alon Town Center,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2308,tx,Altamesa and McCart,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
2309,tx,Alvin (TX),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2310,tx,Amarillo at Gem Lake Road,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2311,tx,Angelo State University,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
2312,tx,Anna Town Center,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2313,tx,Augusta Woods & Kuykendahl,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4.95
2314,tx,Austin Highway,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,4.85
2315,tx,Balcones Heights,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2316,tx,Bandera Road,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2317,tx,Barton Creek Square Mall,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,5.09
2318,tx,Bastrop,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2319,tx,Baybrook Mall,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5.09
2320,tx,Baylor University Medical Center,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
2321,tx,Baylor University on 7th Street,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2322,tx,Baylor University Student Union,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
2323,tx,Baytown,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2324,tx,Bella Terra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2325,tx,Bellmead,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.99
2326,tx,Belterra Village,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2327,tx,Beltway 8 & Hammerly Blvd.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2328,tx,Beltway 8 & Pearland Parkway,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
2329,tx,Beltway 8 & Wallisville Road,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2330,tx,Beltway 8 at West Road,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
2331,tx,Benbrook,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2332,tx,Blanco Road,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2333,tx,Boca Chica,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
2334,tx,Braker Lane,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2335,tx,Broad and 360,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
2336,tx,Broadway Crossing,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
2337,tx,Broadway Square Mall,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5.09
2338,tx,Brownwood [TX],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2339,tx,Bryan,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2340,tx,Buda,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2341,tx,Burleson,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
2342,tx,Calallen,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
2343,tx,Camp Wisdom & 360,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
2344,tx,Carrier Towne Crossing,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2345,tx,Cedar Hill,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
2346,tx,Cedar Park,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2347,tx,Central & Southwestern,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4.85
2348,tx,Central Mall (TX),TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5.09
2349,tx,Centreport,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
2350,tx,Chambers Town Center,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2351,tx,Champions Center,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2352,tx,Chisholm Trail Ranch,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2353,tx,Cielo Vista Mall,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5.09
2354,tx,Cinco Ranch,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.95
2355,tx,City Base Landing,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
2356,tx,CityLine,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2357,tx,Cityview,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4.79
2358,tx,Cleburne [TX],TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4.85
2359,tx,Cockrell Hill Drive-Thru Only,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
2360,tx,Coit & Spring Creek,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4.85
2361,tx,College Street,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2362,tx,Colleyville Blvd & Main,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2363,tx,Cook Children's Medical Center,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
2364,tx,Copperas Cove,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
2365,tx,Copperfield,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2366,tx,Corsicana [TX],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
2367,tx,Covenant Medical Ctr (Methodist Hosp),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2368,tx,Crosby,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
2369,tx,Cross Roads,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2370,tx,Custer & 121,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4.99
2371,tx,Cypress Towne Lake,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2372,tx,Dallas Baptist University,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
2373,tx,Dallas Love Field,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2374,tx,Dallas/Fort Worth Intl Airport (DFW) - Terminal C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
2375,tx,Dallas/Fort Worth Intl Airport (DFW) - Terminal E,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
2376,tx,Dallas/Fort Worth Intl Airport (DFW) -Terminal D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
2377,tx,Debbie Ln & Matlock Rd,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
2378,tx,Deer Park,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2379,tx,Deerbrook Mall,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,5.09
2380,tx,Del Rio,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
2381,tx,Denison [TX],TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,4.75
2382,tx,Denton Towne Crossing,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2383,tx,Desert Blvd.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
2384,tx,DeZavala Road,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
2385,tx,Dixieland Road (TX),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
2386,tx,Dowlen Road,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2387,tx,Eagle Pass,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
2388,tx,East Alief,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2389,tx,East Longview,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,4.75
2390,tx,East Pearland,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2391,tx,East Texas Baptist University,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
2392,tx,Eastlake Marketplace,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.95
2393,tx,Edinburg,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
2394,tx,El Dorado Boulevard,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
2395,tx,Eldorado & Ridge,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
2396,tx,Eldorado & Tollway,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
2397,tx,Elm St In-Line,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5.19
2398,tx,Ennis,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
2399,tx,Everhart,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
2400,tx,ExxonMobil,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
2401,tx,Fairfield Towne Center,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2402,tx,Fairmont Parkway,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
2403,tx,First Colony Mall,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,5.09
2404,tx,Flour Bluff,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
2405,tx,FM 620 North,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2406,tx,Forney,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,4.99
2407,tx,Forum Shopping Center,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2408,tx,Founders Square,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2409,tx,Four Points,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
2410,tx,Frankford Road,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
2411,tx,Franklin Avenue,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.99
2412,tx,Friendswood (TX),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2413,tx,Frisco Lakes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
2414,tx,Gainesville (TX),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
2415,tx,Galleria I,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,5.09
2416,tx,Gates Of Prosper,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.99
2417,tx,Georgetown,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2418,tx,Georgia Street,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2419,tx,Gleannloch Village,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
2420,tx,Granbury,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2421,tx,Grand Parkway North,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2422,tx,Grapevine Mills,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2423,tx,Greatwood,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2424,tx,Greenville In-Line DT,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4.85
2425,tx,Groves [TX],TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
2426,tx,Hampton & I-20,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4.85
2427,tx,Harker Heights (TX),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
2428,tx,Hawks Creek,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
2429,tx,Heights Corner,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2430,tx,Henderson [TX],TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4.75
2431,tx,Hendrick Medical Center,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,
2432,tx,Heritage Towne Crossing,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
2433,tx,Highland Lakes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
2434,tx,Highlands Village Shopping Center,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,4.75
2435,tx,Hillcrest & University In-Line,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,5.19
2436,tx,Holcombe & Buffalo Speedway,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2437,tx,Houston Baptist University,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
2438,tx,Houston Center,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,5.09
2439,tx,Houston George Bush Inter'l Airport - Terminal A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
2440,tx,Houston George Bush Inter'l Airport - Terminal B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
2441,tx,Hudson Oaks,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2442,tx,Huebner & Babcock,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2443,tx,Hulen Mall,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5.09
2444,tx,Humble,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.89
2445,tx,Huntsville (TX),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
2446,tx,Hutto,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4.99
2447,tx,Hwy 183 & Central,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2448,tx,Hwy 191 at Faudree Road,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.75
2449,tx,Hwy 26 at Precinct Line,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2450,tx,Hwy 66 & Dalrock Rd,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2451,tx,Hwy 67 & Wintergreen,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4.85
2452,tx,Hwy. 249 at West Road,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2453,tx,Hwy. 287 & Sublett,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
2454,tx,Hwy. 290 & Jones Road,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
2455,tx,Hwy. 6 & Bellaire,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4.95
2456,tx,Hwy. 6 at West Little York,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
2457,tx,Hwy. 96 & South Shore Blvd.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2458,tx,I-10 and Silber Road,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2459,tx,I-10 and Uvalde,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2460,tx,I-10 at John Martin Rd,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.99
2461,tx,I-20 and Little Road,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
2462,tx,I-35 at Aquarena Springs,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2463,tx,I-35 at Wonder World Dr.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2464,tx,I-35/Ben White,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2465,tx,I-35/Parmer Lane,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2466,tx,I-45 & Almeda,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2467,tx,I-635 and MacArthur,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2468,tx,I-820 and Clifford,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2469,tx,Ingram Park,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,4.85
2470,tx,Ingram Park Mall (Inside),TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.09
2471,tx,Inwood Road,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2472,tx,Jacksonville [TX],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
2473,tx,Jones Crossing,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2474,tx,Justin Road,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2475,tx,Katy Green,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
2476,tx,Katy Mills,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2477,tx,Keller,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
2478,tx,Kemah,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4.79
2479,tx,Kensington Square,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2480,tx,Kerrville,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2481,tx,Kilgore [TX],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
2482,tx,Killeen,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
2483,tx,Kingsville [TX],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
2484,tx,Kingwood,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
2485,tx,Knickerbocker,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.75
2486,tx,Kyle,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.99
2487,tx,La Palmera Mall,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5.09
2488,tx,La Plaza & South 10th Street,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.75
2489,tx,Lake Conroe Parkway,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2490,tx,Lake Forest Dr & Hwy 380,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2491,tx,Lake Highlands In-Line DT,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
2492,tx,Lake Houston,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2493,tx,Lake Jackson,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2494,tx,Lake Travis,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5.09
2495,tx,Lake Woodlands Drive,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2496,tx,Lake Worth (TX),TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
2497,tx,Lamar University,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
2498,tx,Laredo,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4.75
2499,tx,Las Colinas,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,4.85
2500,tx,LBJ & Midway,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2501,tx,League City Towne Center,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2502,tx,Leander,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.99
2503,tx,Lebanon & Tollway,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.95
2504,tx,Leon Springs,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2505,tx,Lindale (TX),TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,4.75
2506,tx,Livingston [TX],TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.79
2507,tx,Lockheed Martin,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
2508,tx,Longview Mall,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,5.09
2509,tx,Louetta Crossing,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
2510,tx,Louis Henna Blvd Drive-Thru Only,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4.99
2511,tx,Love Field,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,4.85
